staging.directvplay.com,dtv-cert.tbxnet.com,Subdomain Takeover,High
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFDC9jb250YWN0ZW5vc2QCAw9kFgICAw8WAh4EaHJlZgUlaHR0cDovL3d3dy5kaXJlY3R2LmNvbS5hci9jb250YWN0ZW5vc2QCBQ9kFgICAw8WAh8BBSpodHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tL2NvbnRhY3QtdXNkAgcPZBYCAgMPFgIfAQUqaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbS9jb250YWN0LXVzZAIJD2QWAgIDDxYCHwEFKmh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20vY29udGFjdC11c2QCCw9kFgICAw8WAh8BBSFodHRwOi8vd3d3LmRpcmVjdHYuY2wvY29udGFjdGVub3NkAg0PZBYCAgMPFgIfAQUlaHR0cDovL3d3dy5kaXJlY3R2LmNvbS5jby9jb250YWN0ZW5vc2QCDw9kFgICAw8WAh8BBSVodHRwOi8vd3d3LmRpcmVjdHYuY29tLmVjL2NvbnRhY3Rlbm9zZAIRD2QWAgIDDxYCHwEFJWh0dHA6Ly93d3cuZGlyZWN0di5jb20ucGUvY29udGFjdGVub3NkAhMPZBYCAgMPFgIfAQUlaHR0cDovL3d3dzIuZGlyZWN0dnByLmNvbS9jb250YWN0ZW5vc2QCFQ9kFgICAw8WAh8BBSpodHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tL2NvbnRhY3QtdXNkAhcPZBYCAgMPFgIfAQUlaHR0cDovL3d3dy5kaXJlY3R2LmNvbS51eS9jb250YWN0ZW5vc2QCGQ9kFgICAw8WAh8BBSVodHRwOi8vd3d3LmRpcmVjdHYuY29tLnZlL2NvbnRhY3Rlbm9zZGSkZLuilWMZOE8qeU0UgdAkciKHmQ==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFDC9jb250YWN0ZW5vc2QCAw9kFgICAw8WAh4EaHJlZgUlaHR0cDovL3d3dy5kaXJlY3R2LmNvbS5hci9jb250YWN0ZW5vc2QCBQ9kFgICAw8WAh8BBSpodHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tL2NvbnRhY3QtdXNkAgcPZBYCAgMPFgIfAQUqaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbS9jb250YWN0LXVzZAIJD2QWAgIDDxYCHwEFKmh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20vY29udGFjdC11c2QCCw9kFgICAw8WAh8BBSFodHRwOi8vd3d3LmRpcmVjdHYuY2wvY29udGFjdGVub3NkAg0PZBYCAgMPFgIfAQUlaHR0cDovL3d3dy5kaXJlY3R2LmNvbS5jby9jb250YWN0ZW5vc2QCDw9kFgICAw8WAh8BBSVodHRwOi8vd3d3LmRpcmVjdHYuY29tLmVjL2NvbnRhY3Rlbm9zZAIRD2QWAgIDDxYCHwEFJWh0dHA6Ly93d3cuZGlyZWN0di5jb20ucGUvY29udGFjdGVub3NkAhMPZBYCAgMPFgIfAQUlaHR0cDovL3d3dzIuZGlyZWN0dnByLmNvbS9jb250YWN0ZW5vc2QCFQ9kFgICAw8WAh8BBSpodHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tL2NvbnRhY3QtdXNkAhcPZBYCAgMPFgIfAQUlaHR0cDovL3d3dy5kaXJlY3R2LmNvbS51eS9jb250YWN0ZW5vc2QCGQ9kFgICAw8WAh8BBSVodHRwOi8vd3d3LmRpcmVjdHYuY29tLnZlL2NvbnRhY3Rlbm9zZGTcYEQBVjR86NHwsNwRfeb6BXBPDQ==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFDS9saWdhaXRhbGlhbmFkAgMPZBYCAgMPFgIeBGhyZWYFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAgUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCBw9kFgICAw8WAh8BBR9odHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tZAIJD2QWAgIDDxYCHwEFH2h0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb21kAgsPZBYCAgMPFgIfAQU2aHR0cDovL3d3dy5kaXJlY3R2LmNsL3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIND2QWAgIDDxYCHwEFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uY28vcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAg8PZBYCAgMPFgIfAQU6aHR0cDovL3d3dy5kaXJlY3R2LmNvbS5lYy9wcm9ncmFtYWNpb24vbGlnYS1pdGFsaWFuYS9pbmRleGQCEQ9kFgICAw8WAh8BBRlodHRwOi8vd3d3LmRpcmVjdHYuY29tLnBlZAITD2QWAgIDDxYCHwEFGWh0dHA6Ly93d3cyLmRpcmVjdHZwci5jb21kAhUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCFw9kFgICAw8WAh8BBTpodHRwOi8vd3d3LmRpcmVjdHYuY29tLnV5L3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIZD2QWAgIDDxYCHwEFGWh0dHA6Ly93d3cuZGlyZWN0di5jb20udmVkZER4l9wbs88JGPELBxIP3gVe1Qp1,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFDS9saWdhaXRhbGlhbmFkAgMPZBYCAgMPFgIeBGhyZWYFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAgUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCBw9kFgICAw8WAh8BBR9odHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tZAIJD2QWAgIDDxYCHwEFH2h0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb21kAgsPZBYCAgMPFgIfAQU2aHR0cDovL3d3dy5kaXJlY3R2LmNsL3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIND2QWAgIDDxYCHwEFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uY28vcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAg8PZBYCAgMPFgIfAQU6aHR0cDovL3d3dy5kaXJlY3R2LmNvbS5lYy9wcm9ncmFtYWNpb24vbGlnYS1pdGFsaWFuYS9pbmRleGQCEQ9kFgICAw8WAh8BBRlodHRwOi8vd3d3LmRpcmVjdHYuY29tLnBlZAITD2QWAgIDDxYCHwEFGWh0dHA6Ly93d3cyLmRpcmVjdHZwci5jb21kAhUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCFw9kFgICAw8WAh8BBTpodHRwOi8vd3d3LmRpcmVjdHYuY29tLnV5L3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIZD2QWAgIDDxYCHwEFGWh0dHA6Ly93d3cuZGlyZWN0di5jb20udmVkZLtITPI7pNcYtg+pL6ivkU6GOPmC,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFDS9saWdhaXRhbGlhbmFkAgMPZBYCAgMPFgIeBGhyZWYFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAgUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCBw9kFgICAw8WAh8BBR9odHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tZAIJD2QWAgIDDxYCHwEFH2h0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb21kAgsPZBYCAgMPFgIfAQU2aHR0cDovL3d3dy5kaXJlY3R2LmNsL3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIND2QWAgIDDxYCHwEFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uY28vcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAg8PZBYCAgMPFgIfAQU6aHR0cDovL3d3dy5kaXJlY3R2LmNvbS5lYy9wcm9ncmFtYWNpb24vbGlnYS1pdGFsaWFuYS9pbmRleGQCEQ9kFgICAw8WAh8BBTpodHRwOi8vd3d3LmRpcmVjdHYuY29tLnBlL3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAITD2QWAgIDDxYCHwEFGWh0dHA6Ly93d3cyLmRpcmVjdHZwci5jb21kAhUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCFw9kFgICAw8WAh8BBTpodHRwOi8vd3d3LmRpcmVjdHYuY29tLnV5L3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIZD2QWAgIDDxYCHwEFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20udmUvcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkZA==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFDS9saWdhaXRhbGlhbmFkAgMPZBYCAgMPFgIeBGhyZWYFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAgUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCBw9kFgICAw8WAh8BBR9odHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tZAIJD2QWAgIDDxYCHwEFH2h0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb21kAgsPZBYCAgMPFgIfAQU2aHR0cDovL3d3dy5kaXJlY3R2LmNsL3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIND2QWAgIDDxYCHwEFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20uY28vcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkAg8PZBYCAgMPFgIfAQU6aHR0cDovL3d3dy5kaXJlY3R2LmNvbS5lYy9wcm9ncmFtYWNpb24vbGlnYS1pdGFsaWFuYS9pbmRleGQCEQ9kFgICAw8WAh8BBTpodHRwOi8vd3d3LmRpcmVjdHYuY29tLnBlL3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAITD2QWAgIDDxYCHwEFGWh0dHA6Ly93d3cyLmRpcmVjdHZwci5jb21kAhUPZBYCAgMPFgIfAQUfaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbWQCFw9kFgICAw8WAh8BBTpodHRwOi8vd3d3LmRpcmVjdHYuY29tLnV5L3Byb2dyYW1hY2lvbi9saWdhLWl0YWxpYW5hL2luZGV4ZAIZD2QWAgIDDxYCHwEFOmh0dHA6Ly93d3cuZGlyZWN0di5jb20udmUvcHJvZ3JhbWFjaW9uL2xpZ2EtaXRhbGlhbmEvaW5kZXhkZF2sY3d9G8SUV9NVgnmc7DVZu0UO,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFFi91ZWZhLWNoYW1waW9ucy1sZWFndWVkAgMPZBYCAgMPFgIeBGhyZWYFQmh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL3VlZmEtY2hhbXBpb25zLWxlYWd1ZS9pbmRleGQCBQ9kFgICAw8WAh8BBTFodHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tL2xvY2F0aW9uL2JhY2t0bz0vZAIHD2QWAgIDDxYCHwEFMWh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20vbG9jYXRpb24vYmFja3RvPS9kAgkPZBYCAgMPFgIfAQUxaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbS9sb2NhdGlvbi9iYWNrdG89L2QCCw9kFgICAw8WAh8BBT5odHRwOi8vd3d3LmRpcmVjdHYuY2wvcHJvZ3JhbWFjaW9uL3VlZmEtY2hhbXBpb25zLWxlYWd1ZS9pbmRleGQCDQ9kFgICAw8WAh8BBUJodHRwOi8vd3d3LmRpcmVjdHYuY29tLmNvL3Byb2dyYW1hY2lvbi91ZWZhLWNoYW1waW9ucy1sZWFndWUvaW5kZXhkAg8PZBYCAgMPFgIfAQVCaHR0cDovL3d3dy5kaXJlY3R2LmNvbS5lYy9wcm9ncmFtYWNpb24vdWVmYS1jaGFtcGlvbnMtbGVhZ3VlL2luZGV4ZAIRD2QWAgIDDxYCHwEFQmh0dHA6Ly93d3cuZGlyZWN0di5jb20ucGUvcHJvZ3JhbWFjaW9uL3VlZmEtY2hhbXBpb25zLWxlYWd1ZS9pbmRleGQCEw9kFgICAw8WAh8BBUJodHRwOi8vd3d3Mi5kaXJlY3R2cHIuY29tL3Byb2dyYW1hY2lvbi91ZWZhLWNoYW1waW9ucy1sZWFndWUvaW5kZXhkAhUPZBYCAgMPFgIfAQUxaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbS9sb2NhdGlvbi9iYWNrdG89L2QCFw9kFgICAw8WAh8BBUJodHRwOi8vd3d3LmRpcmVjdHYuY29tLnV5L3Byb2dyYW1hY2lvbi91ZWZhLWNoYW1waW9ucy1sZWFndWUvaW5kZXhkAhkPZBYCAgMPFgIfAQVCaHR0cDovL3d3dy5kaXJlY3R2LmNvbS52ZS9wcm9ncmFtYWNpb24vdWVmYS1jaGFtcGlvbnMtbGVhZ3VlL2luZGV4ZGQ=,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFFi91ZWZhLWNoYW1waW9ucy1sZWFndWVkAgMPZBYCAgMPFgIeBGhyZWYFQmh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL3VlZmEtY2hhbXBpb25zLWxlYWd1ZS9pbmRleGQCBQ9kFgICAw8WAh8BBTFodHRwOi8vd3d3LmRpcmVjdHZjYXJpYmJlYW4uY29tL2xvY2F0aW9uL2JhY2t0bz0vZAIHD2QWAgIDDxYCHwEFMWh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20vbG9jYXRpb24vYmFja3RvPS9kAgkPZBYCAgMPFgIfAQUxaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbS9sb2NhdGlvbi9iYWNrdG89L2QCCw9kFgICAw8WAh8BBT5odHRwOi8vd3d3LmRpcmVjdHYuY2wvcHJvZ3JhbWFjaW9uL3VlZmEtY2hhbXBpb25zLWxlYWd1ZS9pbmRleGQCDQ9kFgICAw8WAh8BBUJodHRwOi8vd3d3LmRpcmVjdHYuY29tLmNvL3Byb2dyYW1hY2lvbi91ZWZhLWNoYW1waW9ucy1sZWFndWUvaW5kZXhkAg8PZBYCAgMPFgIfAQVCaHR0cDovL3d3dy5kaXJlY3R2LmNvbS5lYy9wcm9ncmFtYWNpb24vdWVmYS1jaGFtcGlvbnMtbGVhZ3VlL2luZGV4ZAIRD2QWAgIDDxYCHwEFQmh0dHA6Ly93d3cuZGlyZWN0di5jb20ucGUvcHJvZ3JhbWFjaW9uL3VlZmEtY2hhbXBpb25zLWxlYWd1ZS9pbmRleGQCEw9kFgICAw8WAh8BBUJodHRwOi8vd3d3Mi5kaXJlY3R2cHIuY29tL3Byb2dyYW1hY2lvbi91ZWZhLWNoYW1waW9ucy1sZWFndWUvaW5kZXhkAhUPZBYCAgMPFgIfAQUxaHR0cDovL3d3dy5kaXJlY3R2Y2FyaWJiZWFuLmNvbS9sb2NhdGlvbi9iYWNrdG89L2QCFw9kFgICAw8WAh8BBUJodHRwOi8vd3d3LmRpcmVjdHYuY29tLnV5L3Byb2dyYW1hY2lvbi91ZWZhLWNoYW1waW9ucy1sZWFndWUvaW5kZXhkAhkPZBYCAgMPFgIfAQVCaHR0cDovL3d3dy5kaXJlY3R2LmNvbS52ZS9wcm9ncmFtYWNpb24vdWVmYS1jaGFtcGlvbnMtbGVhZ3VlL2luZGV4ZGTUTaDigd8rHkMRsshq01hzijXMPw==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNjg3MzcwODU1D2QWAgIDD2QWBgIDDxYCHglpbm5lcmh0bWwFBzQwLjE3DQpkAgUPFgIfAAUXMTQgZGUgZGljaWVtYnJlIGRlIDIwMTBkAgcPZBYGAgMPFgQeBWNsYXNzBQdjdXJyZW50HwAFFFBlcmZpbCBkZSBDb21wYcOxw61hZAIHDxYCHwAFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAAU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZA==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNjg3MzcwODU1D2QWAgIDD2QWBgIDDxYCHglpbm5lcmh0bWwFBzQyLjE1DQpkAgUPFgIfAAUXMjEgZGUgbm92aWVtYnJlIGRlIDIwMTBkAgcPZBYGAgMPFgQeBWNsYXNzBQdjdXJyZW50HwAFFFBlcmZpbCBkZSBDb21wYcOxw61hZAIHDxYCHwAFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAAU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZL/Ok8Xdd88Ee3L3NogVn7jTjTGW,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNjg3MzcwODU1D2QWAgIDD2QWBgIDDxYCHglpbm5lcmh0bWwFBzQzLjM3DQpkAgUPFgIfAAUVMjcgZGUgb2N0dWJyZSBkZSAyMDEwZAIHD2QWBgIDDxYEHgVjbGFzcwUHY3VycmVudB8ABRRQZXJmaWwgZGUgQ29tcGHDscOtYWQCBw8WAh8ABTQ8YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9lbXBsZW8nPkVtcGxlb3M8L2E+ZAIJDxYCHwAFPjxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2NvbnRhY3Rlbm9zJz5Db250w6FjdGVub3M8L2E+ZGS2cmnTqSQU3fxMW2dsglPxTax6WQ==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNjg3MzcwODU1D2QWAgIDD2QWBgIDDxYCHglpbm5lcmh0bWwFCDQyLjY4NQ0KZAIFDxYCHwAFFTIwIGRlIG9jdHVicmUgZGUgMjAxMGQCBw9kFgYCAw8WBB4FY2xhc3MFB2N1cnJlbnQfAAUUUGVyZmlsIGRlIENvbXBhw7HDrWFkAgcPFgIfAAU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJNjg3MzcwODU1D2QWAgIDD2QWBgIDDxYCHglpbm5lcmh0bWwFCDQyLjY4NQ0KZAIFDxYCHwAFFTIwIGRlIG9jdHVicmUgZGUgMjAxMGQCBw9kFgYCAw8WBB4FY2xhc3MFB2N1cnJlbnQfAAUUUGVyZmlsIGRlIENvbXBhw7HDrWFkAgcPFgIfAAU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vZW1wbGVvJz5FbXBsZW9zPC9hPmQCCQ8WAh8ABT48YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9jb250YWN0ZW5vcyc+Q29udMOhY3Rlbm9zPC9hPmRkPi6mYGoBifvzAuXN3kkHnAlgUnM=,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZAIDD2QWAgIBDxYCHgNzcmMFHGNvdW50cmllczIuYXNweD91cmxmcm9tPS9uYmFkAh8PFgIfAAUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZGQ=,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZAIDD2QWAgIBDxYCHgNzcmMFHGNvdW50cmllczIuYXNweD91cmxmcm9tPS9uYmFkAh8PFgIfAAUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZGSz0pcxMe0ENZwSoLEcNBClr+c9Lw==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUbaHR0cDovL2RpcmVjdHZsYS5jb20vYWNjZXNzZAIDD2QWAgIBDxYCHgNzcmMFH2NvdW50cmllczIuYXNweD91cmxmcm9tPS9hY2Nlc3NkAh8PFgIfAAUbaHR0cDovL2RpcmVjdHZsYS5jb20vYWNjZXNzZGQ=,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUbaHR0cDovL2RpcmVjdHZsYS5jb20vYWNjZXNzZAIDD2QWAgIBDxYCHgNzcmMFH2NvdW50cmllczIuYXNweD91cmxmcm9tPS9hY2Nlc3NkAh8PFgIfAAUbaHR0cDovL2RpcmVjdHZsYS5jb20vYWNjZXNzZGSPjXblC2HXkIUU8/YzjlMMMY2tgw==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUbaHR0cDovL2RpcmVjdHZsYS5jb20vZW1wbGVvZAIDD2QWAgIBDxYCHgNzcmMFH2NvdW50cmllczIuYXNweD91cmxmcm9tPS9lbXBsZW9kAh8PFgIfAAUbaHR0cDovL2RpcmVjdHZsYS5jb20vZW1wbGVvZGS05asfqdwbQpNE5mFWVwkPa5LMew==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUdaHR0cDovL2RpcmVjdHZsYS5jb20vbGlnYUJCVkFkAgMPZBYCAgEPFgIeA3NyYwUhY291bnRyaWVzMi5hc3B4P3VybGZyb209L2xpZ2FCQlZBZAIfDxYCHwAFHWh0dHA6Ly9kaXJlY3R2bGEuY29tL2xpZ2FCQlZBZGQ=,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUdaHR0cDovL2RpcmVjdHZsYS5jb20vbGlnYUJCVkFkAgMPZBYCAgEPFgIeA3NyYwUhY291bnRyaWVzMi5hc3B4P3VybGZyb209L2xpZ2FCQlZBZAIfDxYCHwAFHWh0dHA6Ly9kaXJlY3R2bGEuY29tL2xpZ2FCQlZBZGSdo7spQ5VpooYjWLhLUIyKazHf0Q==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUeaHR0cDovL2RpcmVjdHZsYS5jb20vb25kaXJlY3R2ZAIDD2QWAgIBDxYCHgNzcmMFImNvdW50cmllczIuYXNweD91cmxmcm9tPS9vbmRpcmVjdHZkAh8PFgIfAAUeaHR0cDovL2RpcmVjdHZsYS5jb20vb25kaXJlY3R2ZGQ5XtFgh63x+k/wEWiUZ4oGOJJ7eQ==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUeaHR0cDovL2RpcmVjdHZsYS5jb20vb25kaXJlY3R2ZAIDD2QWAgIBDxYCHgNzcmMFImNvdW50cmllczIuYXNweD91cmxmcm9tPS9vbmRpcmVjdHZkAh8PFgIfAAUeaHR0cDovL2RpcmVjdHZsYS5jb20vb25kaXJlY3R2ZGQ=,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUeaHR0cDovL2RpcmVjdHZsYS5jb20vbW92aWVjaXR5ZAIDD2QWAgIBDxYCHgNzcmMFImNvdW50cmllczIuYXNweD91cmxmcm9tPS9tb3ZpZWNpdHlkAh8PFgIfAAUeaHR0cDovL2RpcmVjdHZsYS5jb20vbW92aWVjaXR5ZGQ=,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUeaHR0cDovL2RpcmVjdHZsYS5jb20vbW92aWVjaXR5ZAIDD2QWAgIBDxYCHgNzcmMFImNvdW50cmllczIuYXNweD91cmxmcm9tPS9tb3ZpZWNpdHlkAh8PFgIfAAUeaHR0cDovL2RpcmVjdHZsYS5jb20vbW92aWVjaXR5ZGS94Qccy36XXFhHz80E9+ElUAsd8Q==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUfaHR0cDovL2RpcmVjdHZsYS5jb20vYWJvdXQuYXNweGQCAw9kFgICAQ8WAh4Dc3JjBR9jb3VudHJpZXMyLmFzcHg/dXJsZnJvbT0vZW1wbGVvZAIfDxYCHwAFH2h0dHA6Ly9kaXJlY3R2bGEuY29tL2Fib3V0LmFzcHhkZA==,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUfaHR0cDovL2RpcmVjdHZsYS5jb20vYWJvdXQuYXNweGQCAw9kFgICAQ8WAh4Dc3JjBR9jb3VudHJpZXMyLmFzcHg/dXJsZnJvbT0vZW1wbGVvZAIfDxYCHwAFH2h0dHA6Ly9kaXJlY3R2bGEuY29tL2Fib3V0LmFzcHhkZLRz5b2bUGboJc/iWXcPM8i4xt4z,Phishing,low
directvla.com,http://directvla.com/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUfaHR0cDovL2RpcmVjdHZsYS5jb20vYWJvdXQuYXNweGQCAw9kFgICAQ8WAh4Dc3JjBSRjb3VudHJpZXMyLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3NkAh8PFgIfAAUfaHR0cDovL2RpcmVjdHZsYS5jb20vYWJvdXQuYXNweGRk,Phishing,low
